EventId,Ticker,Date Made Public,Name,Entity,Type,Location,", ",Total Records,Other,Event Discription,Source,Attached Files,,All Terms,CompanyId,Year,ContentText,GID
405,LNC,7/26/11,"Lincoln National Life Insurance Company, Lincoln Life & Annuity Company of New York",BSF,DISC,New York,New York,705,705,"On April 29, an employee accidentally attached a sensitive file to an encrypted email that was sent to a third-party payroll provider. __It contained the names and Social Security numbers of pension plan participants of multiple payroll vendors. __The error was discovered on May 17, and notifications were sent in July.",Dataloss DB,NULL,900,2010,356,2011,"Company:Lincoln National Life Insurance Company, Lincoln Life & Annuity Company of New York<br/>Location:New York,New York<br/>Event Time:2011-07-26",375
533,EL,7/26/11,Este�© Lauder,BSR,PORT,New York,New York,0,NULL,A company-issued laptop was determined to be missing. __A notification letter was sent to current and former employees on July 13.__Names and Social Security numbers were exposed. __The number of employees affected is unclear.,Dataloss DB,NULL,771,2005,513,2011,"Company:Este�© Lauder<br/>Location:New York,New York<br/>Event Time:2011-07-26",1532
616,ADP,6/15/11,,,,,,,,,Dataloss DB,NULL,35000,2008,613,,,
17,C,6/9/11,Citibank,BSF,HACK,New York,New York,360000,360000,"Hackers have managed to access the information of approximately 1% of Citibank's 21 million users. U.S. Customer names, account numbers, and contact information were exposed. __Security codes and dates of birth were not exposed. __The breach occurred sometime in May. __UPDATE__(6/13/2011): Citibank released an official statement on the Citigroup website.UPDATE__(6/14/2011): It has been revealed that hackers obtained customer names, account numbers and transaction information by logging into the customer credit card site and guessing the account numbers of other customers. __Since the account number appeared in the web address browser bar, simply altering an account number allowed the hackers to access a different account. __The hackers also utilized an automatic computer program to guess account numbers quickly. This incident appears to have occurred in early May.UPDATE__(6/14/2011): Connecticut Attorney General George Jepsen asked Citigroup Inc. to provide more information about the data breach. __Jepsen feels that more information about the types of account information exposed, the cause of the breach, the steps taken to notify affected individuals and the steps to prevent future breaches is needed. __He requested the additional information by June 22.UPDATE__(6/16/2011): The number of affected individuals has been raised from 210,000 to 360,000. __Further investigation of and information about the breach revealed that the breach was discovered on May 10. __By May 24, Citigroup officials concluded that the data thieves had captured names, account numbers, and email addresses of about 360,000 customer accounts. __Social Security numbers, expiration dates, and three-digit security passwords found on the back of credit cards were not exposed.UPDATE__(6/24/2011): At least 3,400 of the customers whose credit card information was stolen have suffered a combined loss of $2,700,000.UPDATE__(09/03/2013): Citibank has agreed to pay $15,000 in civil penalties to Connecticut's Privacy Protection Guaranty and Enforcement Account and $40,000 to the General Fund of Connecticut. __Citibank will also hire a third party to conduct an information security audit of the Account Online section of Citibank's website.",Dataloss DB,NULL,0,2005,43,2011,"Company:Citibank<br/>Location:New York,New York<br/>Event Time:2011-06-09",384
229,MUSA,6/9/11,Murphy USA,BSR,UNKN,Suffolk,Virginia,42,42,At least 42 people who used their debit or credit cards at the same Murphy USA gas station have reported fraudulent charges to their financial accounts. __A local credit union claims that hundreds of people were affected. __Reports of fraudulent charges began in late May. __An investigation of the card reading devices at the gas station did not reveal any evidence that a skimmer had been used. __Thieves are using the financial information of victims to make fraudulent ATM withdrawals in California.,Dataloss DB,NULL,7800,2007,145,2011,"Company:Murphy USA<br/>Location:Suffolk,Virginia<br/>Event Time:2011-06-09",1547
53,SNE,6/6/11,"Sony Pictures, Sony Corporation of America",BSO,HACK,New York,New York,0,NULL,"Hackers called LulzSec obtained over one million Sony customer passwords. __The hackers located data that included passwords, email addresses, phone numbers, home addresses, and dates of birth. __The information was not encrypted and was posted on LulzSec's website. __People wishing to enter online sweepstakes entered their real or fake information. __Anyone who used their Sony Pictures sweepstakes password for another account should immediately change their passwords so that they do not match each other.UPDATE__(08/28/2012): A second suspect has been arrested for his alleged role in a computer breach at Sony Pictures Entertainment. __He faces one count of conspiracy and once count of unauthorized impairment of a protected computer. Sony claims that 37,500 of the one million users affected had personal information exposed.UPDATE__(04/18/2013): One of the hackers involved in the breach was sentenced to one year in prison. __He was also sentenced to 13 months of home detention and 1,000 hours of community service after release.UPDATE__(08/08/2013): The hacker who was sentenced on April 18 was also ordered to pay $605,663 in restitution.",Databreaches.net,NULL,0,2010,93,2011,"Company:Sony Pictures, Sony Corporation of America<br/>Location:New York,New York<br/>Event Time:2011-06-06",920
366,VLY,5/27/11,Valley National Bank,BSF,CARD,New York,New York,348,348,"A man pleaded guilty to conspiracy to commit bank fraud and aggravated identity theft. __He admitted to installing skimmers and cameras on Valley National ATMs in September of 2008. He then used the account and identification information to make fake ATM cards. __The man and his co-conspirators accessed around 348 accounts and defrauded Valley National of $278,144.",Dataloss DB,NULL,40000,2005,305,2011,"Company:Valley National Bank<br/>Location:New York,New York<br/>Event Time:2011-05-27",386
375,LMT,5/27/11,Lockheed Martin,BSO,HACK,Bethesda,Maryland,0,NULL,"Lockheed Martin experienced a ""significant and tenacious attack."" __Lockheed's security team quickly detected the intrusion and updated security. __No customer, program or employee data was compromised, but the attack did cause unspecified damage. __A breach at RSA may have led to the Lockheed Martin breach since Lockheed Martin was using RSA's security product or products.",Dataloss DB,NULL,9000,2005,317,2011,"Company:Lockheed Martin<br/>Location:Bethesda,Maryland<br/>Event Time:2011-05-27",918
149,UNH,5/25/11,United Healthcare Inc.,MED,UNKN,Pleasant Grove,Alabama,0,NULL,"A man was sentenced to six years in prison for his role in an identity theft scheme. __The man and an unknown number of accomplices somehow obtained the personal information of people who had Flexible Spending Accounts administered by United Healthcare Inc. __The group then created counterfeit prescriptions for controlled substances by using the information of patients covered by a prescription drug plan sponsored by the Federal Employees Health Benefit Plan. The group sold the prescribed drugs to third parties from September 2008 through April 2009. __The Federal Employees Health Benefit Plan lost $72,746 on drugs and services obtained by the criminals.",Dataloss DB,NULL,13000,2010,588,2011,"Company:United Healthcare Inc.<br/>Location:Pleasant Grove,Alabama<br/>Event Time:2011-05-25",2116
222,BAC,5/25/11,Bank of America,BSF,INSD,New York,New York,300,300,"An employee leaked customer information to members of an identity theft ring. Customer names, Social Security numbers, driver's license numbers, bank account numbers, PINs, account balances, dates of birth, addresses, and phone numbers were obtained. __More than $10 million was lost. __Bank of America first learned about the breach in 2010; but waited until 95 suspects had been arrested. The group of thieves used the information to modify bank account information and hide the fraudulent accounts they were creating in the names of victims.",Dataloss DB,NULL,17000,2006,122,2011,"Company:Bank of America<br/>Location:New York,New York<br/>Event Time:2011-05-25",385
329,BDL,5/20/11,Flanigan's,BSR,INSD,Loma Linda,California,85,85,"Four people were sentenced for their roles in an identity theft operation. __Between April 30, 2010 and May 29, 2010 an employee of the restaurant was paid $20 per card to use a skimmer to collect customer credit card numbers. __The stolen credit card information was used to make fraudulent purchases. __The criminals managed to cause between $120,000 and $200,000 in fraudulent charges.",Dataloss DB,NULL,0,2010,253,2011,"Company:Flanigan's<br/>Location:Loma Linda,California<br/>Event Time:2011-05-20",1550
209,STI,5/16/11,SunTrust Bank,BSF,INSD,Chicago,Illinois,0,NULL,"An employee is accused of stealing more than $170,000 from several customers. __The woman was indicted on 15 counts of theft by a bank employee and four counts of aggravated identity theft. __While employed at SunTrust between October 2006 and August 2008 the woman allegedly created a loan for someone without their knowledge and forged the person's signature in order to use $15,175 of their money for herself. __At least five other people were victimized in similar ways. Another customer had the money from their CD taken. __",Dataloss DB,NULL,38941,2006,91,2011,"Company:SunTrust Bank<br/>Location:Chicago,Illinois<br/>Event Time:2011-05-16",390
98,ANTM,5/13/11,Anthem Blue Cross,BSF,DISC,Westlake Village,California,31125,31125,"Letters soliciting dental and vision coverage were mailed to current Anthem customers. __A priority code composed of the customer's Social Security number and two extra digits was printed on the outside of each envelope. __One customer noticed the error and contacted the media. __Anthem admits that an error occurred, but did not reveal the cause. Anthem is working to prevent this type of breach from happening again and was in the process of notifying customers of the error as of May 12.__UPDATE__(10/01/2012): Anthem experienced the marketing mailer error on April 27, 2011. __The State of California settled with Anthem in September of 2012. Anthem agreed to pay $150,000 and to make significant improvements to its data security procedures to prevent future errors of a similar type..",Databreaches.net,NULL,0,2010,194,2011,"Company:Anthem Blue Cross<br/>Location:Westlake Village,California<br/>Event Time:2011-05-13",392
